job_id,title,role_family,company,location,state,remote,is_remote,posted_date,experience_level,salary_min,salary_max,salary_mid,skills,description
J20260205-01447,Security Engineer (Security),Security,Intuit,"Atlanta, GA",GA,True,True,2026-01-01,Mid,159509,205617,182563,AWS|AppSec|Docker|IAM|Infrastructure as Code|Kubernetes|OWASP|Observability|Terraform|Threat Modeling,"We are hiring a Security Engineer (Security) to build and scale production systems. Key technologies include AWS, AppSec, Docker, IAM, Infrastructure as Code, Kubernetes. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-01448,Principal Databricks AI Engineer,Data,Meta,"Austin, TX",TX,False,False,2026-01-27,Staff,191453,236081,213767,AWS|Apache Spark|Azure|Data Modeling|Data Warehousing|Databricks|Deep Learning|Docker|ETL|Experiment Tracking|Feature Engineering|MLOps|Machine Learning|Model Monitoring|PySpark|PyTorch|SQL|TensorFlow,"We are hiring a Principal Databricks AI Engineer to build and scale production systems. Key technologies include AWS, Apache Spark, Azure, Data Modeling, Data Warehousing, Databricks. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-01449,Computer Vision Data Scientist (Distributed Systems),ML/AI,Adobe,"San Jose, CA",CA,False,False,2026-02-04,Mid,109163,184391,146777,Computer Vision|Deep Learning|Experiment Tracking|Feature Engineering|MLOps|Machine Learning|Model Evaluation|Model Monitoring|OpenCV|PyTorch|TensorFlow,"We are hiring a Computer Vision Data Scientist (Distributed Systems) to build and scale production systems. Key technologies include Computer Vision, Deep Learning, Experiment Tracking, Feature Engineering, MLOps, Machine Learning. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-01450,Lead Computer Vision Software Engineer (Search),Software/Platform,Workday,"New York, NY",NY,True,True,2026-01-07,Senior,118620,205137,161878,Computer Vision|Deep Learning|Experiment Tracking|Feature Engineering|MLOps|Machine Learning|Model Evaluation|Model Monitoring|OpenCV|PyTorch|TensorFlow,"We are hiring a Lead Computer Vision Software Engineer (Search) to build and scale production systems. Key technologies include Computer Vision, Deep Learning, Experiment Tracking, Feature Engineering, MLOps, Machine Learning. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-01451,Python Automation Engineer,Software/Platform,Twilio,"Raleigh, NC",NC,True,True,2026-01-23,Mid,121485,162969,142227,AWS|Azure|CI/CD|Docker|FastAPI|Flask|GCP|Git|Kubernetes|MongoDB|MySQL|OOP|PostgreSQL|Python|REST APIs|Redis|System Design|Unit Testing,"We are hiring a Python Automation Engineer to build and scale production systems. Key technologies include AWS, Azure, CI/CD, Docker, FastAPI, Flask. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-01452,Entry-Level Golang Data Scientist (Search),ML/AI,Airbnb,"New York, NY",NY,False,False,2026-02-04,Entry,124302,162018,143160,AWS|Azure|CI/CD|Docker|GCP|Git|Golang|Kubernetes|MongoDB|MySQL|OOP|PostgreSQL|REST APIs|Redis|System Design|Unit Testing|gRPC,"We are hiring a Entry-Level Golang Data Scientist (Search) to build and scale production systems. Key technologies include AWS, Azure, CI/CD, Docker, GCP, Git. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-01453,Associate Golang Frontend Engineer,Software/Platform,NVIDIA,"Alpharetta, GA",GA,False,False,2026-01-29,Entry,79965,140571,110268,AWS|CSS|Docker|HTML|MongoDB|MySQL|OOP|REST APIs|TypeScript|gRPC,"We are hiring a Associate Golang Frontend Engineer to build and scale production systems. Key technologies include AWS, CSS, Docker, HTML, MongoDB, MySQL. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-01454,Senior Software Engineer (ETL),Software/Platform,Airbnb,"Raleigh, NC",NC,True,True,2026-01-27,Senior,131790,190077,160933,AWS|BigQuery|Data Warehousing|ETL|GCP|Kubernetes|MongoDB|Orchestration|PostgreSQL|Redshift|SQL,"We are hiring a Senior Software Engineer (ETL) to build and scale production systems. Key technologies include AWS, BigQuery, Data Warehousing, ETL, GCP, Kubernetes. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-01455,Automation Engineer (Search),Software/Platform,DoorDash,"Atlanta, GA",GA,True,True,2026-02-05,Mid,99050,160511,129780,AWS|Azure|CI/CD|Docker|GCP|Git|Kubernetes|MongoDB|MySQL|OOP|PostgreSQL|REST APIs|Redis|System Design|Unit Testing,"We are hiring a Automation Engineer (Search) to build and scale production systems. Key technologies include AWS, Azure, CI/CD, Docker, GCP, Git. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-01456,NLP Frontend Engineer (Payments),Software/Platform,Google,"Alpharetta, GA",GA,False,False,2025-12-25,Mid,98436,159446,128941,CSS|Experiment Tracking|Git|JavaScript|LLMs|Machine Learning|Model Evaluation|Model Monitoring|PyTorch|REST APIs|React|System Design|TensorFlow|Transformers|Unit Testing,"We are hiring a NLP Frontend Engineer (Payments) to build and scale production systems. Key technologies include CSS, Experiment Tracking, Git, JavaScript, LLMs, Machine Learning. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-01457,Senior React MLOps Engineer (Search),ML/AI,ServiceNow,"Austin, TX",TX,True,True,2026-01-12,Senior,157457,235304,196380,AWS|CI/CD|Docker|Git|Infrastructure as Code|MLOps|Model Monitoring|REST APIs|System Design|Unit Testing,"We are hiring a Senior React MLOps Engineer (Search) to build and scale production systems. Key technologies include AWS, CI/CD, Docker, Git, Infrastructure as Code, MLOps. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-01458,Spark Machine Learning Engineer (Data Platform),Data,Netflix,"Boston, MA",MA,False,False,2026-01-03,Mid,127807,173098,150452,AWS|Apache Spark|Data Modeling|Data Warehousing|Databricks|Docker|ETL|Experiment Tracking|Feature Engineering|GCP|MLOps|Model Evaluation|Model Monitoring|PySpark|PyTorch|TensorFlow,"We are hiring a Spark Machine Learning Engineer (Data Platform) to build and scale production systems. Key technologies include AWS, Apache Spark, Data Modeling, Data Warehousing, Databricks, Docker. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-01459,AI Engineer (ETL),ML/AI,Salesforce,"Denver, CO",CO,False,False,2026-01-27,Mid,141054,200872,170963,AWS|Apache Airflow|Azure|BigQuery|Data Modeling|Data Warehousing|Docker|Experiment Tracking|GCP|Kubernetes|Machine Learning|Model Monitoring|MongoDB|MySQL|Orchestration|PostgreSQL|Redshift|Snowflake,"We are hiring a AI Engineer (ETL) to build and scale production systems. Key technologies include AWS, Apache Airflow, Azure, BigQuery, Data Modeling, Data Warehousing. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-01460,Lead Golang Analytics Engineer (Observability),Software/Platform,DoorDash,"Austin, TX",TX,True,True,2026-01-10,Senior,160798,201947,181372,AWS|Apache Airflow|Azure|Data Modeling|Data Warehousing|Docker|GCP|Git|Kubernetes|MongoDB|OOP|Orchestration|PostgreSQL|Redshift|Unit Testing|gRPC,"We are hiring a Lead Golang Analytics Engineer (Observability) to build and scale production systems. Key technologies include AWS, Apache Airflow, Azure, Data Modeling, Data Warehousing, Docker. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-01461,Databricks MLOps Engineer (ML Platform),Data,Netflix,"San Francisco, CA",CA,False,False,2026-01-31,Mid,111373,165049,138211,AWS|Apache Spark|Azure|Data Warehousing|Databricks|Docker|ETL|Experiment Tracking|GCP|Infrastructure as Code|Kubernetes|MLOps|Model Monitoring|Observability|PySpark|SRE|Terraform,"We are hiring a Databricks MLOps Engineer (ML Platform) to build and scale production systems. Key technologies include AWS, Apache Spark, Azure, Data Warehousing, Databricks, Docker. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-01462,Kubernetes Platform Engineer (Payments),DevOps/SRE,Microsoft,"Austin, TX",TX,True,True,2025-12-30,Mid,142261,192866,167563,AWS|Azure|Docker|GCP|Infrastructure as Code|Kubernetes|MongoDB|MySQL|Observability|PostgreSQL|Redis|SRE|Terraform,"We are hiring a Kubernetes Platform Engineer (Payments) to build and scale production systems. Key technologies include AWS, Azure, Docker, GCP, Infrastructure as Code, Kubernetes. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-01463,Principal AWS Data Scientist,ML/AI,Salesforce,"Seattle, WA",WA,False,False,2025-12-24,Staff,219113,274435,246774,AWS|Azure|CI/CD|Docker|GCP|Git|Kubernetes|MongoDB|OOP|PostgreSQL|REST APIs|Redis|System Design|Unit Testing,"We are hiring a Principal AWS Data Scientist to build and scale production systems. Key technologies include AWS, Azure, CI/CD, Docker, GCP, Git. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-01464,Full Stack Engineer (ML Platform),DevOps/SRE,Apple,"New York, NY",NY,False,False,2026-01-24,Mid,142977,176446,159711,AWS|Azure|CI/CD|Docker|GCP|Git|Kubernetes|MongoDB|MySQL|OOP|PostgreSQL|REST APIs|Redis|System Design|Unit Testing,"We are hiring a Full Stack Engineer (ML Platform) to build and scale production systems. Key technologies include AWS, Azure, CI/CD, Docker, GCP, Git. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-01465,Lead Kafka Full Stack Engineer (Platform),DevOps/SRE,Meta,"New York, NY",NY,False,False,2026-01-12,Senior,190867,235367,213117,Azure|Data Modeling|Data Warehousing|Docker|ETL|GCP|Kafka|Kubernetes|SQL|Streaming Pipelines,"We are hiring a Lead Kafka Full Stack Engineer (Platform) to build and scale production systems. Key technologies include Azure, Data Modeling, Data Warehousing, Docker, ETL, GCP. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-01466,Entry-Level Node.js MLOps Engineer (APIs),ML/AI,Block,"Seattle, WA",WA,True,True,2026-01-18,Entry,115822,155221,135521,AWS|CSS|Docker|GCP|HTML|JavaScript|Kubernetes|Model Monitoring|MySQL|OOP|REST APIs|React|Terraform|TypeScript,"We are hiring a Entry-Level Node.js MLOps Engineer (APIs) to build and scale production systems. Key technologies include AWS, CSS, Docker, GCP, HTML, JavaScript. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-01467,Staff Azure Data Scientist (Streaming),ML/AI,Uber,"New York, NY",NY,False,False,2026-01-31,Staff,200928,275527,238227,AWS|Azure|CI/CD|Docker|GCP|Git|Kubernetes|MongoDB|MySQL|OOP|PostgreSQL|Redis|System Design|Unit Testing,"We are hiring a Staff Azure Data Scientist (Streaming) to build and scale production systems. Key technologies include AWS, Azure, CI/CD, Docker, GCP, Git. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-01468,Junior Machine Learning Engineer (Observability),ML/AI,Apple,"New York, NY",NY,False,False,2026-01-16,Entry,94578,154879,124728,AWS|Deep Learning|Experiment Tracking|Feature Engineering|GCP|Kubernetes|MLOps|Machine Learning|Model Evaluation|PyTorch|TensorFlow,"We are hiring a Junior Machine Learning Engineer (Observability) to build and scale production systems. Key technologies include AWS, Deep Learning, Experiment Tracking, Feature Engineering, GCP, Kubernetes. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-01469,NLP MLOps Engineer,ML/AI,ServiceNow,"Seattle, WA",WA,False,False,2026-02-04,Mid,109843,188226,149034,Azure|Docker|Experiment Tracking|Feature Engineering|GCP|Infrastructure as Code|Kubernetes|LLMs|MLOps|Machine Learning|Model Evaluation|NLP|PyTorch|Transformers,"We are hiring a NLP MLOps Engineer to build and scale production systems. Key technologies include Azure, Docker, Experiment Tracking, Feature Engineering, GCP, Infrastructure as Code. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-01470,Staff Full Stack Engineer (Platform),DevOps/SRE,Shopify,"Atlanta, GA",GA,True,True,2026-01-15,Staff,150606,253244,201925,AWS|Azure|GCP|Git|Kubernetes|MongoDB|PostgreSQL|REST APIs|System Design|Unit Testing,"We are hiring a Staff Full Stack Engineer (Platform) to build and scale production systems. Key technologies include AWS, Azure, GCP, Git, Kubernetes, MongoDB. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-01471,Staff Python Backend Engineer,Software/Platform,Snowflake,"Austin, TX",TX,True,True,2026-01-10,Staff,131289,233691,182490,AWS|Flask|GCP|Git|MongoDB|OOP|PostgreSQL|Python|REST APIs|System Design|Unit Testing,"We are hiring a Staff Python Backend Engineer to build and scale production systems. Key technologies include AWS, Flask, GCP, Git, MongoDB, OOP. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-01472,Junior Node.js QA Engineer (APIs),Software/Platform,Capital One,"New York, NY",NY,False,False,2026-02-02,Entry,85362,152897,119129,CI/CD|CSS|Express.js|HTML|MongoDB|MySQL|PostgreSQL|React|System Design|Unit Testing,"We are hiring a Junior Node.js QA Engineer (APIs) to build and scale production systems. Key technologies include CI/CD, CSS, Express.js, HTML, MongoDB, MySQL. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-01473,Senior AI Engineer,ML/AI,Snowflake,"Chicago, IL",IL,False,False,2026-01-19,Senior,184111,245688,214899,AWS|Azure|Docker|Experiment Tracking|Feature Engineering|GCP|Machine Learning|Model Evaluation|Model Monitoring|TensorFlow,"We are hiring a Senior AI Engineer to build and scale production systems. Key technologies include AWS, Azure, Docker, Experiment Tracking, Feature Engineering, GCP. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-01474,Senior DevOps Engineer (Warehouse),DevOps/SRE,Shopify,"Denver, CO",CO,True,True,2025-12-28,Senior,175165,221611,198388,AWS|Azure|Docker|GCP|Infrastructure as Code|Kubernetes|MongoDB|MySQL|Observability|PostgreSQL|Redis|SRE|Terraform,"We are hiring a Senior DevOps Engineer (Warehouse) to build and scale production systems. Key technologies include AWS, Azure, Docker, GCP, Infrastructure as Code, Kubernetes. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-01475,Senior Site Reliability Engineer (Cloud),DevOps/SRE,Intuit,"Alpharetta, GA",GA,False,False,2026-01-11,Senior,190628,231841,211234,AWS|Azure|Docker|GCP|Infrastructure as Code|Kubernetes|MongoDB|MySQL|Observability|PostgreSQL|Redis|SRE|Terraform,"We are hiring a Senior Site Reliability Engineer (Cloud) to build and scale production systems. Key technologies include AWS, Azure, Docker, GCP, Infrastructure as Code, Kubernetes. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-01476,Principal Node.js Backend Engineer,Software/Platform,Apple,"Denver, CO",CO,False,False,2026-01-21,Staff,128236,233216,180726,CI/CD|CSS|Express.js|Git|HTML|JavaScript|OOP|PostgreSQL|REST APIs|React|Redis|System Design|TypeScript|Unit Testing,"We are hiring a Principal Node.js Backend Engineer to build and scale production systems. Key technologies include CI/CD, CSS, Express.js, Git, HTML, JavaScript. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-01477,Golang Cloud Engineer,Software/Platform,Capital One,"San Francisco, CA",CA,False,False,2026-01-11,Mid,94260,178186,136223,Azure|CI/CD|GCP|Git|Infrastructure as Code|MongoDB|MySQL|OOP|Observability|REST APIs|Redis|SRE|Terraform|Unit Testing|gRPC,"We are hiring a Golang Cloud Engineer to build and scale production systems. Key technologies include Azure, CI/CD, GCP, Git, Infrastructure as Code, MongoDB. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-01478,Azure MLOps Engineer (ML Platform),ML/AI,Google,"Atlanta, GA",GA,False,False,2026-01-02,Mid,111944,199360,155652,AWS|Azure|Docker|Experiment Tracking|GCP|Infrastructure as Code|Kubernetes|MLOps|Model Monitoring|Observability|SRE|Terraform,"We are hiring a Azure MLOps Engineer (ML Platform) to build and scale production systems. Key technologies include AWS, Azure, Docker, Experiment Tracking, GCP, Infrastructure as Code. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-01479,Principal DevOps Engineer (ML Platform),DevOps/SRE,Uber,"San Jose, CA",CA,True,True,2026-01-05,Staff,201173,249707,225440,AWS|Azure|Docker|GCP|Infrastructure as Code|Kubernetes|MongoDB|MySQL|Observability|PostgreSQL|Redis|SRE|Terraform,"We are hiring a Principal DevOps Engineer (ML Platform) to build and scale production systems. Key technologies include AWS, Azure, Docker, GCP, Infrastructure as Code, Kubernetes. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-01480,Lead Databricks Analytics Engineer (Distributed Systems),Data,Meta,"Dallas, TX",TX,True,True,2026-01-25,Senior,141261,194366,167813,AWS|Apache Airflow|Apache Spark|Azure|Data Modeling|Databricks|Docker|MongoDB|MySQL|Orchestration|PostgreSQL|Redis|Redshift|SQL|Snowflake,"We are hiring a Lead Databricks Analytics Engineer (Distributed Systems) to build and scale production systems. Key technologies include AWS, Apache Airflow, Apache Spark, Azure, Data Modeling, Databricks. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-01481,Principal Platform Engineer (ETL),DevOps/SRE,Google,"Raleigh, NC",NC,True,True,2025-12-24,Staff,157085,246297,201691,AWS|Apache Airflow|Azure|BigQuery|Data Modeling|Data Warehousing|ETL|GCP|Infrastructure as Code|Kubernetes|MySQL|Observability|Orchestration|PostgreSQL|Redis|SQL|Snowflake|Terraform,"We are hiring a Principal Platform Engineer (ETL) to build and scale production systems. Key technologies include AWS, Apache Airflow, Azure, BigQuery, Data Modeling, Data Warehousing. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-01482,React Frontend Engineer (Growth),Software/Platform,Netflix,"Austin, TX",TX,False,False,2026-01-11,Mid,100159,164303,132231,CI/CD|CSS|Git|HTML|JavaScript|OOP|REST APIs|React|System Design|TypeScript|Unit Testing,"We are hiring a React Frontend Engineer (Growth) to build and scale production systems. Key technologies include CI/CD, CSS, Git, HTML, JavaScript, OOP. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-01483,Associate Snowflake MLOps Engineer (Payments),ML/AI,Adobe,"Denver, CO",CO,False,False,2026-01-17,Entry,96816,156569,126692,AWS|Azure|Data Modeling|Data Warehousing|Docker|ETL|GCP|Infrastructure as Code|Kubernetes|MLOps|Model Monitoring|Observability|SQL|Snowflake,"We are hiring a Associate Snowflake MLOps Engineer (Payments) to build and scale production systems. Key technologies include AWS, Azure, Data Modeling, Data Warehousing, Docker, ETL. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-01484,Software Engineer,Software/Platform,Uber,"San Jose, CA",CA,False,False,2026-01-20,Mid,99543,160397,129970,AWS|Azure|CI/CD|Docker|GCP|Git|Kubernetes|MongoDB|MySQL|OOP|PostgreSQL|REST APIs|Redis|System Design|Unit Testing,"We are hiring a Software Engineer to build and scale production systems. Key technologies include AWS, Azure, CI/CD, Docker, GCP, Git. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-01485,Lead Automation Engineer (Platform),DevOps/SRE,Snowflake,"Alpharetta, GA",GA,True,True,2026-01-31,Senior,182143,224236,203189,AWS|Azure|CI/CD|Docker|GCP|Git|Kubernetes|MongoDB|MySQL|OOP|PostgreSQL|REST APIs|Redis|System Design|Unit Testing,"We are hiring a Lead Automation Engineer (Platform) to build and scale production systems. Key technologies include AWS, Azure, CI/CD, Docker, GCP, Git. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-01486,Staff Java Security Engineer (Platform),DevOps/SRE,Amazon,"San Francisco, CA",CA,False,False,2026-01-09,Staff,147531,261488,204509,IAM|JPA/Hibernate|Maven/Gradle|Observability|PostgreSQL|REST APIs|Redis|SRE|Spring Boot|Terraform|Unit Testing,"We are hiring a Staff Java Security Engineer (Platform) to build and scale production systems. Key technologies include IAM, JPA/Hibernate, Maven/Gradle, Observability, PostgreSQL, REST APIs. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-01487,React QA Engineer (Streaming),Software/Platform,Netflix,"Alpharetta, GA",GA,True,True,2026-02-05,Mid,134180,173201,153690,CI/CD|CSS|Git|HTML|JavaScript|OOP|REST APIs|React|System Design|TypeScript|Unit Testing,"We are hiring a React QA Engineer (Streaming) to build and scale production systems. Key technologies include CI/CD, CSS, Git, HTML, JavaScript, OOP. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-01488,Principal Machine Learning Engineer (Observability),ML/AI,Capital One,"Dallas, TX",TX,False,False,2026-02-05,Staff,236827,283151,259989,AWS|Experiment Tracking|Feature Engineering|GCP|Kubernetes|Machine Learning|Model Evaluation|Model Monitoring|PyTorch|TensorFlow,"We are hiring a Principal Machine Learning Engineer (Observability) to build and scale production systems. Key technologies include AWS, Experiment Tracking, Feature Engineering, GCP, Kubernetes, Machine Learning. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-01489,Lead MLOps Engineer,ML/AI,Intuit,"Denver, CO",CO,False,False,2025-12-25,Senior,126633,235649,181141,AWS|Azure|Docker|Experiment Tracking|GCP|Infrastructure as Code|Kubernetes|Observability|SRE|Terraform,"We are hiring a Lead MLOps Engineer to build and scale production systems. Key technologies include AWS, Azure, Docker, Experiment Tracking, GCP, Infrastructure as Code. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-01490,Lead Analytics Engineer (Platform),DevOps/SRE,Adobe,"Dallas, TX",TX,False,False,2026-01-29,Senior,126739,229851,178295,GCP|Kubernetes|MongoDB|MySQL|Orchestration|PostgreSQL|Redis|Redshift|SQL|Snowflake,"We are hiring a Lead Analytics Engineer (Platform) to build and scale production systems. Key technologies include GCP, Kubernetes, MongoDB, MySQL, Orchestration, PostgreSQL. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-01491,Entry-Level GCP DevOps Engineer (Observability),DevOps/SRE,NVIDIA,"Atlanta, GA",GA,False,False,2026-01-04,Entry,123518,169455,146486,AWS|Azure|Docker|GCP|Infrastructure as Code|Kubernetes|Observability|PostgreSQL|Redis|SRE|Terraform,"We are hiring a Entry-Level GCP DevOps Engineer (Observability) to build and scale production systems. Key technologies include AWS, Azure, Docker, GCP, Infrastructure as Code, Kubernetes. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-01492,Kafka Data Engineer (Platform),Data,Twilio,"New York, NY",NY,False,False,2025-12-25,Mid,113480,182128,147804,Apache Airflow|BigQuery|Docker|ETL|GCP|Kafka|Kubernetes|Orchestration|PostgreSQL|Redis|SQL|Streaming Pipelines,"We are hiring a Kafka Data Engineer (Platform) to build and scale production systems. Key technologies include Apache Airflow, BigQuery, Docker, ETL, GCP, Kafka. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-01493,Azure Data Engineer,Data,Shopify,"Atlanta, GA",GA,True,True,2026-01-19,Mid,115665,175025,145345,AWS|Azure|BigQuery|Data Modeling|Data Warehousing|Docker|ETL|GCP|Kubernetes|MongoDB|Orchestration|Redis|Redshift|Snowflake,"We are hiring a Azure Data Engineer to build and scale production systems. Key technologies include AWS, Azure, BigQuery, Data Modeling, Data Warehousing, Docker. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-01494,Software Engineer (Warehouse),Software/Platform,Amazon,"Austin, TX",TX,False,False,2026-01-02,Mid,104564,182797,143680,AWS|CI/CD|Docker|GCP|Git|Kubernetes|MongoDB|MySQL|OOP|PostgreSQL|REST APIs|Redis|System Design|Unit Testing,"We are hiring a Software Engineer (Warehouse) to build and scale production systems. Key technologies include AWS, CI/CD, Docker, GCP, Git, Kubernetes. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-01495,Junior Java Data Engineer (Observability),Data,Intuit,"New York, NY",NY,True,True,2026-01-05,Entry,107440,146704,127072,Apache Airflow|CI/CD|Docker|ETL|Git|JPA/Hibernate|Kubernetes|MySQL|OOP|Orchestration|PostgreSQL|REST APIs|Redis|Redshift|System Design|Unit Testing,"We are hiring a Junior Java Data Engineer (Observability) to build and scale production systems. Key technologies include Apache Airflow, CI/CD, Docker, ETL, Git, JPA/Hibernate. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-01496,AWS Analytics Engineer,Software/Platform,Block,"New York, NY",NY,False,False,2026-01-23,Mid,109796,172420,141108,AWS|Azure|BigQuery|Data Modeling|Data Warehousing|Docker|ETL|GCP|MongoDB|MySQL|Redis|SQL|Snowflake,"We are hiring a AWS Analytics Engineer to build and scale production systems. Key technologies include AWS, Azure, BigQuery, Data Modeling, Data Warehousing, Docker. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-01497,Senior Node.js Site Reliability Engineer (Payments),DevOps/SRE,Apple,"Denver, CO",CO,True,True,2026-01-02,Senior,120841,212022,166431,AWS|CI/CD|Docker|Express.js|Git|HTML|Infrastructure as Code|MongoDB|Node.js|Observability|React|SRE|Unit Testing,"We are hiring a Senior Node.js Site Reliability Engineer (Payments) to build and scale production systems. Key technologies include AWS, CI/CD, Docker, Express.js, Git, HTML. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-01498,Lead Kubernetes DevOps Engineer (Product Analytics),DevOps/SRE,DoorDash,"Raleigh, NC",NC,True,True,2026-01-27,Senior,182517,208096,195306,AWS|Azure|Docker|GCP|Infrastructure as Code|Kubernetes|MongoDB|MySQL|Observability|PostgreSQL|Redis|SRE|Terraform,"We are hiring a Lead Kubernetes DevOps Engineer (Product Analytics) to build and scale production systems. Key technologies include AWS, Azure, Docker, GCP, Infrastructure as Code, Kubernetes. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-01499,Computer Vision Site Reliability Engineer (Cloud),DevOps/SRE,Airbnb,"Atlanta, GA",GA,True,True,2026-01-01,Mid,148097,179435,163766,Azure|Computer Vision|Deep Learning|GCP|Infrastructure as Code|Kubernetes|Model Evaluation|MongoDB|MySQL|OpenCV|PostgreSQL|SRE|TensorFlow|Terraform,"We are hiring a Computer Vision Site Reliability Engineer (Cloud) to build and scale production systems. Key technologies include Azure, Computer Vision, Deep Learning, GCP, Infrastructure as Code, Kubernetes. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-01500,Lead Security Engineer (APIs),Security,Uber,"Dallas, TX",TX,False,False,2026-01-06,Senior,185625,239037,212331,AppSec|Azure|Docker|GCP|IAM|Infrastructure as Code|Kubernetes|Observability|SRE|Terraform|Threat Modeling,"We are hiring a Lead Security Engineer (APIs) to build and scale production systems. Key technologies include AppSec, Azure, Docker, GCP, IAM, Infrastructure as Code. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-01501,Senior Cloud Engineer (Platform),DevOps/SRE,Capital One,"Alpharetta, GA",GA,True,True,2026-01-14,Senior,180493,223938,202215,AWS|Azure|Docker|GCP|Infrastructure as Code|Kubernetes|Observability|SRE|Terraform,"We are hiring a Senior Cloud Engineer (Platform) to build and scale production systems. Key technologies include AWS, Azure, Docker, GCP, Infrastructure as Code, Kubernetes. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-01502,Junior Full Stack Engineer,Software/Platform,Meta,"Seattle, WA",WA,False,False,2026-01-04,Entry,104521,133950,119235,AWS|Azure|CI/CD|GCP|Git|Kubernetes|MySQL|OOP|PostgreSQL|Redis|System Design,"We are hiring a Junior Full Stack Engineer to build and scale production systems. Key technologies include AWS, Azure, CI/CD, GCP, Git, Kubernetes. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-01503,Snowflake Data Engineer (Warehouse),Data,Microsoft,"Austin, TX",TX,False,False,2026-02-05,Mid,111045,174862,142953,Apache Airflow|Azure|BigQuery|Data Modeling|Data Warehousing|Docker|ETL|Kubernetes|MongoDB|MySQL|Orchestration|PostgreSQL|Redis|Redshift|SQL|Snowflake,"We are hiring a Snowflake Data Engineer (Warehouse) to build and scale production systems. Key technologies include Apache Airflow, Azure, BigQuery, Data Modeling, Data Warehousing, Docker. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
